,full_text,created_at,favorite_count,quote_count,retweet_count,reply_count
935,"Today across @MSF, we begin a campaign for an immediate ceasefire in Gaza. We are demanding governments to put pressure on Israel to stop the attacks on civilians and end the siege. 
It #MustStopNow. https://t.co/fJocdnHsYk",2023-12-04T12:30:51.000Z,4583,165,2917,583
936,"""Dying under bombs in Gaza cannot be the only option left to people.

Hospitals are overwhelmed. There are no more painkillers. 

Our staff tell us about wounded people screaming in pain, and people who can't get to the hospital."" 

- Claire Magone, General Director MSF France https://t.co/bpHlGBUAOB",2023-10-16T10:03:11.000Z,4577,191,2908,131
937,"“We consider Israel responsible for the situation of extreme deprivation and despair which prevails in #Gaza… which led to today’s tragic events.”

Our response following the news that over 100 people have been killed while waiting to receive food. 👇

https://t.co/oUg1Xiouup",2024-02-29T20:28:55.000Z,4429,114,2470,254
938,"🔴GAZA UPDATE

In the past 24 hrs, hospitals have been under relentless bombardment. Al-Shifa hospital has been hit multiple times. Our teams &amp; patients are still inside. 

Again, we urgently call to STOP ATTACKS on hospitals &amp; for an immediate CEASEFIRE⤵️https://t.co/68YLaoZ5Ob",2023-11-11T13:04:05.000Z,4448,196,3178,238
939,"“We see gunshot wounds now in children from quadcopters, which are basically drones with guns. 

And we have been seeing an alarming number of increasing infectious diseases, including hepatitis A outbreaks.” - Dr Amber Alayyan, MSF Deputy Programme Manager for the Middle East.…",2024-04-04T13:28:37.000Z,4381,255,3189,125
940,"Our medical teams have witnessed a shocking increase in extreme violence against Palestinians in the West Bank.  
 
Since 7 October, Israeli forces and settlers have reportedly killed 479 Palestinians, including 116 children, in the West Bank alone👇
https://t.co/ObGelVNhSP",2024-05-19T07:48:00.000Z,4409,215,3716,142
941,"At least 70 dead people and over 300 wounded, the majority of whom are women and children, have been brought to Al-Aqsa hospital since yesterday following heavy Israeli strikes in the Middle Area of the #Gaza strip.",2024-06-05T12:34:13.000Z,4444,201,3592,90
942,"We denounce the death warrant of civilians trapped in Al-Shifa hospital signed by the Israeli military. 

There needs to be an urgent and unconditional ceasefire from all warring parties; humanitarian aid must be supplied in #Gaza now ⤵️ https://t.co/68YLaoZ5Ob",2023-11-12T14:42:55.000Z,4352,126,2673,266
943,"Dr Mahmoud Abu Nujaila. 
Dr Ahmad Al Sahar. 
Dr Ziad Al-Tatari.

We are devastated by the killing of these three doctors - including our Dr Abu Nujaila and Dr Al Sahar - following a strike on Al-Awda hospital in #Gaza today.
https://t.co/TXyZNl5X78",2023-11-21T17:21:42.000Z,4221,220,2632,199
944,"🔴GAZA UPDATE:

As the ultimatum given to the population expires, we call on the Israeli authorities to show humanity - for safe zones to remain in the north and for regular ceasefires.

Our statement ⤵️https://t.co/BDMEtumtYm",2023-10-14T17:40:23.000Z,4173,101,1853,91
945,"In the early hours of 17 November, Israeli forces surrounded hospitals across Jenin, including MSF-supported Khalil Suleiman Hospital, while the military forces were conducting incursions into a refugee camp in the city. Explosion &amp; shooting were heard from the hospital compound.",2023-11-17T18:59:16.000Z,4099,171,2702,85
946,MSF extends our condolences to @WCKitchen (WCK) and the families of the seven aid workers killed in an Israeli strike on 1 April. We are outraged by this deadly attack on humanitarian workers trying to provide food to people in dire need.,2024-04-02T14:59:18.000Z,4132,18,1116,36
947,There is no longer a healthcare system in #Gaza https://t.co/LDYWiION40,2024-01-26T20:40:24.000Z,3966,214,3429,199
948,"“We did what we could. Remember us.”

These are words MSF Dr Mahmoud Abu Nujaila, who was killed in a hospital strike, wrote on a Gaza hospital whiteboard.

@UN Security Council, when the guns fall silent &amp; the scale of devastation is revealed, will you be able to say the same? https://t.co/jZ7yLbNMHa",2023-12-05T09:41:15.000Z,4045,128,3019,157
949,"Following  the escalation between Israel and Gaza, Israeli forces struck the  enclave's Indonesian hospital and an ambulance in front of Nasser  Hospital in southern Gaza. The strikes killed one nurse, one ambulance  driver, injured several and damaged an oxygen station.",2023-10-07T14:36:33.000Z,3912,259,2061,80
950,"“I have never seen a mass casualty event like today [13 July] Every corner in the hospital was busy. Every space was occupied by the injured or bodies of the dead” says Dr Mohammed Abu Mughaiseeb, MSF deputy medical coordinator, working in Nasser hospital, Khan Younis, south Gaza https://t.co/UXWHfjxuNt",2024-07-14T18:13:50.000Z,3973,133,2884,347
951,"🔴 Gaza:

“Israel’s declared ground offensive on Rafah would be catastrophic and must not proceed. 

As aerial bombardment of the area continues, more than a million people, many living in tents and makeshift shelters, now face a dramatic escalation in this ongoing massacre...",2024-02-12T08:01:43.000Z,3833,80,2087,167
952,"The brutal collective punishment in #Gaza must end.

🔴 Indiscriminate attacks must stop now.

🔴 Forcible displacement must stop now.

🔴 Assaults on healthcare must stop now.

🔴 Restrictions on aid and the siege must stop now.

🔴 It all #MustStopNow! https://t.co/eemP6LAWuV",2023-12-11T11:30:53.000Z,3651,97,2134,237
953,"🔴 Gaza update:

Nasser hospital in Khan Younis, Gaza, was shelled in the early hours of this morning, despite Israeli Forces having told medical staff and patients they could remain in the facility. 

Thousands of displaced people were ordered to evacuate it on 13 February...🧵",2024-02-15T12:35:47.000Z,3612,178,2285,111
954,"“The bombing, the all-out assault, needs to stop. NOW.”

“As the president of a medical humanitarian organisation, I urge – implement an immediate ceasefire to allow humanitarian aid into Gaza.” - @DrChristou calls for an immediate ceasefire in #Gaza.

Watch: 📽️ https://t.co/vaihcggRFM",2023-11-01T15:29:00.000Z,3635,107,2419,148
955,"According to MSF’s surgeon in Nasser hospital, last night Israeli forces heavily bombed the area close to the hospital with no prior evacuation order, causing patients and many of the thousands of displaced civilians, who had sought refuge in Nasser, to flee in a panic.",2024-01-17T20:53:25.000Z,3531,314,2306,592
956,"...but the situation remains extremely complicated and  chaotic.

We call on Israel once again to cease the indiscriminate  bloodshed, withdraw their ultimatum, and to protect healthcare facilities and civilians.",2023-10-14T10:06:15.000Z,3630,25,762,37
957,"The US veto stands in contrast to the values it professes to uphold. 
By continuing to provide diplomatic cover for the atrocities in Gaza, the US is signaling that international humanitarian law can be applied selectively - that the lives of some people matter less than others.",2023-12-09T08:32:34.000Z,3587,35,1233,39
958,"Israeli forces have issued an evacuation order on Nasser hospital, in southern #Gaza, ordering thousands of displaced people out “into an apocalyptic landscape”.

We condemn this decision and call for an immediate ceasefire. 

More 👇
https://t.co/UNmuW8YofV",2024-02-14T21:19:14.000Z,3516,80,2194,162
959,"🔴#Gaza: “We are being killed here, please do something""

We urge the US, UK, Canada, Member states of the League of Arab States, Member states of the Organisation of the Islamic Cooperation and the  European Union to take action to ensure a  ceasefire now https://t.co/68YLaoZ5Ob",2023-11-11T16:27:23.000Z,3512,139,2285,190
960,"On 18 November 2023, an MSF staff’s relative died and another one was injured in an attack on an MSF convoy trying to evacuate 137 people - MSF Palestinian staff members and their families. MSF condemns in the strongest terms this deliberate attack. https://t.co/fm3KOLblkM",2023-11-18T22:49:17.000Z,3524,178,2360,169
961,"#Gaza: For the first time yesterday, the number of people killed arriving to the MSF-supported Al-Aqsa hospital surpassed the number of injured people. 

115 people killed in 24 hours. 

The hospital is full, the morgue is full...",2023-12-07T08:06:13.000Z,3474,119,2714,138
962,"Following an Israeli air strike that hit a camp for displaced people tonight in Tal Al Sultan, Rafah, Gaza, dozens of wounded and more than 15 dead people were brought to the trauma stabilization point that we support.",2024-05-26T21:32:32.000Z,3552,78,1819,53
963,"""What we're seeing in Zamzam camp is an absolutely catastrophic situation. We estimate at least 1 child is dying every 2 hours in the camp.""

🚨 There is a malnutrition crisis occurring in North Darfur, Sudan. 

An urgent response is needed now to save lives...",2024-02-05T13:16:41.000Z,3450,77,2764,24
964,"We are alarmed by the decision of some countries to suspend funding to @UNRWA, which is a lifeline for millions of Palestinians.

In Gaza, the humanitarian crisis has reached catastrophic levels. Any additional limitations on aid will result in more deaths and suffering...",2024-02-01T07:47:36.000Z,3476,44,1614,306
965,"Today, we sent 26 tonnes of medical supplies on a World Health Organisation plane to Egypt, under the coordination of the Egyptian Red Crescent, to support the emergency medical response in Gaza...",2023-10-29T16:22:23.000Z,3468,30,841,37
966,"Raids by Israeli forces in Jenin, #WestBank, Palestine, have left at least 8 people dead, including Dr Osayd Jabarin, a Ministry of Health surgeon from MSF-supported Khalil Suleiman hospital, who was shot on his way to work.",2024-05-21T14:52:16.000Z,3442,148,2497,58
967,"🔴 Amid heavy bombing in Khan Younis, vital medical services have collapsed at Nasser hospital, currently the largest functioning health facility in Gaza. 

Hospitals need to remain protected spaces❗️

People and medical workers must be allowed to access and provide healthcare. https://t.co/2Dplq9MQaV",2024-01-29T08:02:58.000Z,3325,106,2393,162
968,"As an Israeli military operation has continued for 2 days in Jenin, West Bank, people die because they can’t access hospitals. Yesterday, a man had to carry his 13-year-old son to Khalil Suleiman hospital because Israeli armored cars blocked ambulances. The boy died soon after.",2023-12-13T18:53:33.000Z,3334,106,2159,90
969,"After 2 months of war, Gazans are now cornered in the south, where Israeli strikes on what was supposed to be a safe zone prove that nowhere is safe.

At Nasser hospital, the emergency department is completely full and new patients are being treated on the floor...",2023-12-19T08:57:15.000Z,3192,38,1836,130
970,"“They are targeting everybody. Nobody is safe. People are eating anything they can find. There is starvation here. 

I fear for my kids' lives, for my life. My only message is that Palestinians have the right to be treated as human beings. The right to live.” -MSF Dr Ruba in Gaza https://t.co/LC3X5PVCnk",2023-12-09T10:07:01.000Z,3267,132,2503,159
971,"“Horrific violence has been wreaked over the last 10 days. The situation today in Gaza is catastrophic… Basic humanity needs to be restored in #Gaza.” 

@DrChristou sends a message on the Gaza-Israel war. https://t.co/0iPBYAOR6N",2023-10-17T18:14:08.000Z,3222,82,1819,110
972,We are deeply concerned about our staff member who was detained at a checkpoint by Israeli forces while trying to leave Nasser hospital in #Gaza on 15 February. Israeli authorities confirmed he is in their custody. We call on them to treat him with dignity &amp; ensure his wellbeing.,2024-03-08T09:03:25.000Z,3164,25,1452,115
973,"Today we are in mourning after receiving confirmation of the death of three of our colleagues who we were working in Tigray region, Ethiopia.",2021-06-25T16:24:48.000Z,3183,257,1420,255
974,"We are alarmed by the deteriorating lack of healthcare for pregnant women in Gaza.

Women stuck in dire conditions are giving birth in tents &amp; public buildings. Those who manage to deliver in a hospital often return to makeshift shelters hours after undergoing a caesarean...",2024-02-01T14:52:58.000Z,3173,61,1932,114
975,"We strongly denounce the Israeli airstrikes that hit a camp sheltering people on 26 May in Rafah. 

After the attack, 180 wounded &amp; 28 dead were recorded at the Trauma Stabilisation Point we support in Tal al Sultan, Gaza. Patients we treated had traumatic injuries &amp; burns👇1/3…",2024-05-28T06:43:43.000Z,3243,28,1518,49
976,"In #Gaza City, our clinic came under fire this morning. Our colleagues saw that a wall was torn down and part of the building was engulfed by fire, as heavy fighting took place all around it. An Israeli tank was seen in the street.",2023-11-20T15:09:16.000Z,3158,95,1932,190
977,"🔊 One of our staff recounts the moment Israeli forces opened fire on a clearly-marked MSF convoy in #Gaza, killing two people.

We have asked the Israeli authorities for a formal explanation and we call for an independent investigation into this attack. https://t.co/mOV9wbBWZs",2023-12-02T16:22:00.000Z,3114,141,2232,126
978,"🚨GAZA: In the past 48 hours, MSF staff report shots fired at people inside Nasser hospital. 
Two people were killed, five others injured, including one nurse who was severely wounded. 
Medical staff are afraid to move within and around the hospital due to fear of being shot...",2024-02-10T11:57:56.000Z,3078,102,2125,79
979,"“Leaving Al-Aqsa hospital and our patients was a devastating decision and our last resort. 

“Drone strikes, sniper fire and bombardments in the close vicinity of the hospital made the space too unsafe to work in,” says Enrico Vallaperta, MSF medical referent in Gaza...",2024-01-15T08:57:36.000Z,2993,91,2030,295
