,full_text,created_at,favorite_count,quote_count,retweet_count,reply_count
815,Congratulations to Professor @marcialangton AM who has been appointed as the first Associate Provost at #unimelb: https://t.co/UVYr4sS3cw https://t.co/1hboTDtl9s,2017-03-31T03:00:06.000Z,98,5,60,2
816,"Could the economic benefits of emissions reduction far outweigh the costs?

According to this modelling, the costs to Australia from not meeting the Paris Accord target from now to 2050, is $1.19 trillion dollars →  https://t.co/upi2fOjYIv @MSSIMelb @Tom_Kompas #ClimateChange https://t.co/2csit51hFL",2020-02-20T02:00:11.000Z,93,11,64,5
817,".@AstroKatie on the #CassiniFinale, and the beauty and inspiration the spacecraft has provided https://t.co/ZqToAwcP8M #CassiniInspires https://t.co/Xf3ymL7pZ7",2017-09-14T04:16:02.000Z,92,2,33,1
818,"Is preventing a #pandemic like a military operation? 😷 
@VictorianCHO Prof Brett Sutton recently joined @ProfPCDoherty, @ProfSharonLewin &amp; @DemocracyTalk to discuss the challenges ahead. Tap through for relevant insights into the #covid19vic lockdown ▶️ 

https://t.co/OC3LunhLpt",2020-07-07T08:18:02.000Z,92,8,33,7
819,It's official... #Melbourne has been named the world's most liveable city - for the 7th year in a row! https://t.co/ZUa11G6ns9 https://t.co/rNDL7xvSD4,2017-08-16T02:35:06.000Z,94,10,57,2
820,"Join us on Wednesday at 7pm AEDT to watch the first instalment of our new series, Conversations on COVID-19: The Global View. This week @NIAIDNews Director Anthony Fauci will be joining @UniMelbMDHS Dean Professor @shitijkapur and @TheDohertyInst Director @ProfSharonLewin. (1/2) https://t.co/nWW5DBMJJM",2020-10-26T04:00:02.000Z,92,3,31,2
821,"A collaborative study has shown an anti-parasitic drug already available kills #COVID_19 virus within 48 hrs in vitro. Human trials are now needed. 

The study was led by @MonashBDI with @TheDohertyInst, a joint venture of @UniMelb and @TheRMH. 

Details: https://t.co/nUYNlGjfFu https://t.co/lAr4replIZ",2020-04-04T07:10:54.000Z,90,11,41,4
822,We’re excited to welcome US Secretary of State @SecBlinken to our Parkville campus today to speak with some of our remarkable students! https://t.co/lOsWWSJw3N,2022-02-09T23:10:35.000Z,91,3,19,11
823,"A tribute from Professor Terry Nolan, Head of Melbourne School of Population and Global Health. 
 
“Our thoughts and prayers go out to the family, friends and colleagues of Associate Professor Allison Milner from the University’s Melbourne School of Population and Global Health. https://t.co/bJ5lUrP3Jd",2019-08-13T05:24:55.000Z,92,4,9,2
824,"#UniMelb will display transgender flags across campuses this week in celebration of International Transgender Day Of Visibility. While #TDOV is a celebration, it’s also a chance for us to reflect on the work that still needs to be done. Full statement → https://t.co/irlW91PF5h https://t.co/38WhqCouce",2023-03-27T05:08:45.000Z,88,7,20,12
825,"We're excited to announce our scientists at @SciMelb, @TheFlorey and @Bio21Institute  have developed a new drug that delays #motorneuronedisease progression &amp; improves cognitive &amp; clinical symptoms. 
https://t.co/jfzPPbcYMN",2019-01-11T00:25:25.000Z,91,9,27,1
826,"Public debate about Victoria's Pandemic Management Bill has been gathering pace. Two experts from @MelbLawSchool say the big problem with the Bill is it gives too much power to government, and far too little to parliament → https://t.co/u4u50qIWro

#UniMelbPursuit @WPartlett https://t.co/i7jyRZx5nx",2021-11-15T00:00:06.000Z,86,2,30,11
827,Help us break the Guinness World Record for most people stargazing across multiple venues! This event also includes a live screening of Stargazing Live with @ProfBrianCox. Register here: https://t.co/lo7yq9L9N8  @scopesInSchools https://t.co/X07ypEwT9I,2018-05-19T05:20:03.000Z,85,2,35,3
828,"One of the biggest scientific discoveries ever could soon happen in Australia, inside a dark matter laboratory at the bottom of a gold mine. But what is dark matter, and why are we looking for it 1km underground? Find out on #UniMelbPursuit → https://t.co/qwOINUCmIz https://t.co/U9faprpXYd",2022-08-21T23:33:00.000Z,83,4,20,18
829,Happy New Year from all of us at #UniMelb! Here's to another year ahead full of learning and discoveries 🎉🎊🎆 https://t.co/hIyKMK46nR,2018-12-31T13:00:36.000Z,83,2,18,1
830,"There's a human-sized, rainbow hamster wheel at @SciGalleryMel, and it's here to show us how exercise can protect our mental health, and why we should tap into this mood medicine → https://t.co/XeZDw3pxgQ 🌈 

#UniMelbPursuit https://t.co/DWQuEPnDux",2021-07-19T01:00:04.000Z,86,3,25,1
831,"Congratulations to Dr Catherine Granger, winner of this year's prestigious Victorian Tall Poppy Award! Catherine's research looks at physical activity in people with lung cancer. https://t.co/yEWJA6xe5E",2017-11-17T04:13:28.000Z,82,4,22,4
832,We're pleased to announce Unimelb has moved up a place to 32 globally in @timeshighered World University Rankings https://t.co/BbIFc22PFa https://t.co/oPWSaNFaf1,2017-09-06T00:35:59.000Z,83,8,40,1
833,Congratulations to Associate Provost Prof Marcia Langton on receiving a Yolŋu Heroes Award at #Garma2022 alongside distinguished Elders. https://t.co/8TfCqiTmrB,2022-07-31T06:45:31.000Z,84,2,10,0
834,"Our Parkville campus has had a colourful makeover, just in time for the @midsumma Pride March this weekend 🏳️‍🌈

Register to join us → https://t.co/cZmrTSsABE https://t.co/6iUTgZaHiz",2020-01-31T00:50:03.000Z,82,5,15,1
835,"We've become the first Australian university to sign up to the San Francisco Declaration on Research Assessment (DORA), a set of recommendations that encourage a meaningful and comprehensive assessment of research quality. Tap through for details. https://t.co/FGOLZ63h15",2020-07-09T00:49:53.000Z,84,7,32,0
836,"Congrats to our newest students for receiving an offer to study with us in semester 1, 2023! We can't wait to welcome you to our campuses 💙

Get started by accepting your offer, enrolling in your course and selecting subjects for your first semester → https://t.co/Lt1exhGIJF https://t.co/lV1pyYdjNY",2022-12-21T04:13:12.000Z,78,1,6,9
837,Help us break the Guinness World Record for most people stargazing across multiple venues! This event also includes a live screening of Stargazing Live with @ProfBrianCox. Register here: https://t.co/lo7yq9tyoy @scopesInSchools https://t.co/T0OV5aWqcc,2018-05-16T06:17:10.000Z,79,4,40,0
838,"The entrance to the bat cave, aka the underground car park 🦇 🚗 

Image credit: https://t.co/KDxym2pI5r https://t.co/muGTSJfq8v",2022-03-25T08:00:04.000Z,84,0,8,0
839,"Melbourne! We'll have front row seats to tomorrow's rare #SuperBlueBloodMoon. We asked observational cosmologist Dr Christian Reichardt what it is, when to see it &amp; why it's rare 🌕 https://t.co/qiSXioTY4w #UnimelbPursuit https://t.co/KD3dUBblXG",2018-01-30T01:40:25.000Z,81,6,61,2
840,"To get you in the right frame of mind for exams today, we had a petting zoo and snacks at the ready! 🐄 🐐🐓 https://t.co/vviGKaMk1X",2018-06-07T04:27:57.000Z,80,9,16,4
841,"We're excited to share the new Australian Institute for Infectious Disease (AIID) building plans - an iconic addition to the world-leading Melbourne Biomedical Precinct! 

Read more in the thread 👇 https://t.co/fcRAszPlDt",2023-06-20T01:00:38.000Z,81,3,11,2
842,"We're delighted to announce the appointment of our next Vice-Chancellor, Prof Duncan Maskell from @Cambridge_Uni https://t.co/x98w5EvPn4 https://t.co/0D1bIAje9G",2017-10-26T00:35:41.000Z,79,10,54,0
843,"Meet Chimbu, the blue-eyed, bear-eared tree kangaroo 🌳🦘

His recent birth at Healesville Sanctuary gives us the chance to watch one of these unique, and very rare, creatures grow up → https://t.co/NYKa3PoSAD 🔗

 @drmparrott @SciMelb @ZoosVictoria https://t.co/wUqNGzN17q",2020-03-31T23:39:20.000Z,79,2,20,1
844,"Have you heard about our 50 Words Project? To build public awareness around the diversity of #FirstNations' languages, @indiglang aims to record 50 words in every Indigenous language of Australia. @ArtsUnimelb @MurrupBarak @AIATSIS #IYIL2019

https://t.co/EFxyL80YgQ",2019-08-05T02:05:31.000Z,81,0,46,2
845,"If you're in Melbourne, you would have just felt an earthquake. Did you know that two earthquakes in Victoria nine years ago tell us a lot about how fault lines can ‘talk to each other’ to generate further seismic shocks? 

#UniMelbPursuit https://t.co/Ve4jI2rPHr",2021-09-21T23:31:21.000Z,79,3,27,2
846,"As we begin to rollout the COVID-19 vaccine, we are faced with an abundance of new information, technical terminology, vaccine myths and misinformation. 

At this Q&amp;A event held by @TheDohertyInst, a panel of experts will answer your burning questions → https://t.co/ZTW4WLsf0m https://t.co/mHPLeiwUdc",2021-03-03T06:20:51.000Z,80,1,22,14
847,"We're very pleased to announce the launch of the Melbourne Disability Institute! This major investment in disability research aims to improve the lives of people with disability, their families and carers https://t.co/BTNyyrv41k https://t.co/L9cpPk8o6c",2018-05-28T06:12:12.000Z,74,3,32,1
848,"""I am growing tired of being told to not be myself. Diversity is about accepting differences, not about making women act like men."" — Prof Frances Separovic.

#UnimelbPursuit @SciMelb https://t.co/RdzDoEZen1",2019-04-27T11:00:01.000Z,76,3,30,0
849,A new Shakespeare folio has been found. A swag of original plays are still missing! https://t.co/TBt5CXUw3Y https://t.co/EHKn86aWQd,2016-04-07T05:36:44.000Z,74,0,43,0
850,".@MonashUni Your confidence is brilliant, but you're dreaming a little too large. We’ve had an extra century to practice.",2014-04-16T03:11:28.000Z,74,1,73,7
851,"We believe this could be a world-first: A cat has seemingly graduated from #UniMelb with a Doctor of Pawsiotherapy (but he did almost fail Staying Off the Furniture 1). Congrats, Salem! 😂",2019-12-12T23:09:24.000Z,76,5,16,3
852,Today UoM academics and students gathered to show their support for kids in detention. #LetThemStay https://t.co/jZTInh7TA8,2016-02-12T03:52:03.000Z,74,0,81,2
853,"Twinning and winning 👯‍♀️ Delayed because of COVID border closures, twin PhD students Thejani and Nadeesha Gunaratne were finally able to reunite and graduate together on the weekend, one day before #NationalTwinDay! 🎓

Tap to learn more → https://t.co/oeb1Yld6gF https://t.co/fhYm8n80JN",2022-12-19T07:00:32.000Z,76,5,18,0
854,"“Hospitals are hierarchical institutions built by men for men.”

@DrAdaCheungAU from @UniMelbMDHS says misogyny in medicine is rife in 2023 and Australian hospitals must adopt a gender equity framework to ensure quality patient care.

🔗 https://t.co/gLgNouYBRk https://t.co/JRy8o8xhFB",2023-10-09T04:00:06.000Z,77,4,25,5
855,"Eid al-Fitr marks the end of the month of Ramadan, a month of fasting. It's a time of joy, reflection, sharing and cooperation. Our warmest Eid greetings to Muslim students and staff, their families and our global Muslim community on this important occasion. https://t.co/R3BC4vmuzj",2021-05-12T07:00:07.000Z,77,1,25,1
856,"Today is Transgender Day of Visibility (TDoV) and for #UniMelb, it's an opportunity to celebrate the important contributions made by transgender and gender diverse (TGD) people at the Uni &amp; reaffirm our commitment to ensure that everyone can feel welcome, valued &amp; respected here. https://t.co/ZxES8xzbRG",2023-03-30T22:05:44.000Z,75,4,36,16
857,"Ready to have your mind blown? 🤯 

Two of our students recreated the Old Quad in @Minecraft! The creators of this alternate universe have chosen to remain anonymous but did reveal they're doing a Doctor of Medicine and Bachelor of Arts. We love cross-faculty collaboration! 👾 https://t.co/XEnOHolWjv",2020-02-26T09:00:20.000Z,76,3,17,1
858,"For the sixth year in a row, Melbourne has been ranked the world's most liveable city! https://t.co/nG5LmRH3V5 https://t.co/kmktbjBHri",2016-08-18T02:37:26.000Z,72,6,48,0
859,"POV: landing in one of Europe’s most iconic cities 😍 🛬  

Catch the full video experience on YouTube: https://t.co/P8Wt16AHtp

#QatarAirways #GoingPlacesTogether https://t.co/xwUdgtNnDt",2024-08-22T15:54:22.000Z,137,1,26,12
860,"Qatar Airways is elevating travel experiences to the Maldives through its new interline partnership with Maldivian, the national carrier of the Maldives, providing passengers the option to book both Qatar Airways and Maldivian flights on https://t.co/1T0MS4AJnD.

For more… https://t.co/VLcTraUxax",2024-08-22T09:13:49.000Z,128,3,22,11
861,"20 years of exceptional service with Al Maha Services.

Enjoy 20% off on your next booking with promo code ""AMS20"" at https://t.co/cVmNxzTqxY

#QatarAirways #AlMahaServices https://t.co/7QBpSZw3K9",2024-08-22T07:08:41.000Z,138,2,28,13
862,"An unforgettable journey with the World’s Best✈️

#QatarAirways 
#GoingPlacesTogether https://t.co/ehCgQ7NXru",2024-08-21T10:33:48.000Z,244,2,38,31
863,"Taking our partnership to new heights!

#QatarAirways acquires a 25% stake in southern Africa’s premier regional airline #Airlink

For more information⬇️
https://t.co/1KFGf150hd",2024-08-20T13:17:04.000Z,243,3,58,33
864,"Watch the Qatar Airways and Airlink Signing Ceremony below⬇️: 

https://t.co/bfaMt6F5GS https://t.co/aj0UAh3btA",2024-08-20T10:26:49.000Z,29,1,5,5
865,"#QatarAirways has launched additional flights to the key global destinations of London, UK; Male, the Maldives; Miami, USA; and Tokyo, Japan ✈️

Read more: https://t.co/S0GWqWxKWu https://t.co/dxIjawJarE",2024-08-19T13:08:19.000Z,290,5,48,26
866,It’s all in the details of our Business Class amenity kits ✨ #QatarAirways https://t.co/AetgsK8UhS,2024-08-19T11:21:44.000Z,314,9,35,16
867,"Boost your #Avios and get rewards sooner.
 
As a Privilege Club member, you can boost your Avios by up to 6X when you’ve collected on flights, hotel stays, car rentals and more.

Learn more: https://t.co/rSaAMTvFCg https://t.co/sMPSD22OgO",2024-08-18T11:47:56.000Z,92,0,22,19
868,"Warm smiles always ready to welcome you on board ✨

#CabinCrew #QatarAirways https://t.co/I6cOIivYX0",2024-08-17T10:48:17.000Z,419,3,61,41
869,"RT @VisitQatar: This architectural gem embodies a unique story 🇶🇦 ✨

Explore the captivating tale behind this iconic landmark 🤩

📍 Iconic 2…",2024-08-16T16:05:36.000Z,0,0,2,0
870,A lineup of ultimate luxury and comfort💺 https://t.co/CjVsX0A8rb,2024-08-15T12:02:33.000Z,491,2,58,44
871,A restful journey for you and the family in our #Qsuite Quad ✨ https://t.co/lvY33pmAZd,2024-08-14T12:17:24.000Z,174,4,25,33
872,"Where are we flying to? 🛫

#QatarAirwaysfromAbove https://t.co/QYtF0HzXTA",2024-08-13T15:00:00.000Z,239,1,33,42
873,"The World’s Best Business Class just got better ✈️

Starting 15th August, savour caviar on board and experience the unrivalled taste of luxury in the sky.

Available on select routes.

Read more: https://t.co/GuvSZ2igM9

#QatarAirways #GoingPlacesTogether https://t.co/jvCL2phZWw",2024-08-13T10:07:29.000Z,213,18,42,31
874,"Ready to discover even more benefits? As a Student Club member, you can earn and spend Avios while travelling through @HIAQatar in Doha. 

Shop at @qatardutyfree and enjoy a wide range of products and designer brands.

Learn more: https://t.co/0sYFuZ2uZd https://t.co/E65MMFamG8",2024-08-12T10:29:44.000Z,75,1,15,14
875,"Self-service kiosks or counter service check-in, which do you prefer? 

@HIAQatar ✈️ https://t.co/546QLlsKpA",2024-08-11T15:55:52.000Z,125,2,25,33
876,Congratulations to the legend on winning the bronze medal @mutazbarshim! 🥉🇶🇦,2024-08-11T04:17:44.000Z,91,0,3,13
877,"Can you guess the aircraft based on its tail fin?✈️☁️
#QatarAirways https://t.co/puA5tbSazf",2024-08-10T12:00:02.000Z,359,5,22,77
878,"NEWS: TSA readies for busiest Labor Day travel period on record, provides top travel tips to help airline passengers prepare. Learn more at: https://t.co/LJ8bdpjWeS https://t.co/XT8hGIN0nI",2024-08-21T20:20:07.000Z,20,2,16,3
879,"The tooth fairy can't help you here... but the airport lost and found can!

If you've recently misplaced an item, click this link and chews the airport you'd like to contact: https://t.co/130wKVjfNz

#ToothFairyDay https://t.co/31feAwMMhc",2024-08-22T22:08:02.000Z,12,1,3,3
880,"nobody will remember: 
-your salary
-how ""busy you were""
-how many hours you worked

people will remember: 
-that time you delayed the entire group because you left a bottle of water in your bag at TSA",2024-08-22T19:11:42.000Z,122,7,21,23
881,D’awww! WHO’S THE GUDDEST WITTLE—uh… Apologies. It’s the final round of our 2024 Cutest Canine Contest and we’re just so excited! Have you voted yet? The poll closes today at noon (EDT). GO VOTE! https://t.co/44kj50LRW5,2024-08-22T15:01:03.000Z,11,0,0,5
882,"RT @TSA_Pekoske: Our Transportation Security Officers make tremendous contributions to our security mission, and to our country, especially…",2024-08-22T13:26:02.000Z,0,0,2,0
883,"Hey Parents! Want to prepare your kids for the airport experience? They could watch our TSA Kids video playlist and be ready for your next family vacation. Check it out: https://t.co/7ETbUoszyg

#TSAKids https://t.co/3wkfhZKuxk",2024-08-22T13:07:06.000Z,3,0,1,2
884,"For those who might not know, today is National Senior Citizens Day. Did you know that passengers 75+ can receive some form of expedited screening? If you need help, our officers are here for you.

To learn more: https://t.co/cJ2H0X0vGp https://t.co/tKag78C8rP",2024-08-21T23:38:02.000Z,12,0,4,4
885,RT @TSA_Pekoske: People are traveling more than ever this summer and @TSA along with our airline and airport partners stand ready to close…,2024-08-21T21:09:20.000Z,0,0,5,0
886,"RT @SecureAerospace: You like dogs?! I like dogs, too! 

Can’t help but support voting during K9 week over at @TSA. https://t.co/L0w0FHjOhM",2024-08-21T19:23:49.000Z,0,0,4,0
887,"From the social media K9, Ben: Henlo! Needy hooman promise Ben snacc if Ben halp. U vote 4 Snoopin Snoots &amp; Sleuthin Floofs! Vote nao plz!! 
Translation: FINAL ROUND POLL starts now &amp; ends at noon tomorrow. Pls note that only votes cast thru FB/IG Stories or X Polls are counted. https://t.co/ZYcwIlbxrd",2024-08-21T16:16:02.000Z,4,0,2,0
888,"RT @TSA_Pekoske: I must remain unbiased, but you should get your votes in now for the final round of the @TSA Cutest Canine Contest!",2024-08-21T16:12:41.000Z,0,0,2,0
889,Pick you pup!,2024-08-21T16:00:24.000Z,7,0,2,6
890,"Final Round!

Which good doggo will be crowned TSA’s Cutest Canine of 2024?

Poll ⬇️ https://t.co/7e8nMsDwsu",2024-08-21T16:00:16.000Z,31,15,14,13
891,"The annual TSA K9 Week continues &amp; we hope we're doin' you such a happ with our Cutest Canine Contest!

Have you put your paws into the 2nd round poll yet? If you haven’t, roll over to yesterday's poll before noon to vote on which good boy should advance. FINAL round starts soon! https://t.co/GW4zd2xcEx",2024-08-21T13:02:05.000Z,22,0,7,3
892,RT @TSA_Pekoske: Did you see this great catch last week? Incredible job by #TeamTSA at @Reagan_Airport who noticed that this wasn’t just a…,2024-08-20T19:25:12.000Z,0,0,7,0
893,Only one K9 can advance to the next round.,2024-08-20T16:03:17.000Z,15,4,5,2
894,"Pick your pup!

Poll ⬇️ https://t.co/KEnLgrYzdz",2024-08-20T16:03:10.000Z,30,9,8,15
895,"It's TSA’s K9 Week and we're (still) doin’ you a distract with our Cutest Canine Contest!

Have you had an op-paw-tunity to vote in the 1st round? If you haven’t, tippy-tap to yesterday's poll before noon (so, in the next hour) to vote.

The 2nd round poll starts soon! https://t.co/1SqV4Ld0DC",2024-08-20T15:01:07.000Z,33,0,7,1
896,The boss asked for a TSA PreCheck post but the graphic designer is on vacation plz sign up anyways...  (or at least like this post) https://t.co/sZgRVwEB30,2024-08-19T22:07:02.000Z,102,1,9,8
897,"RT @TSA_Pekoske: As a dog dad myself, this is one of my favorite times of the year here at @TSA. Voting is now open for our 2024 Cutest Can…",2024-08-19T16:21:21.000Z,0,0,5,0
898,"🔴BREAKING: 

Israel has given Al Awda Hospital just two hours to evacuate. Our staff are still treating patients.

We unequivocally condemn this action, the continued indiscriminate bloodshed and attacks on health care in Gaza.

We are trying to protect our staff and patients.",2023-10-13T17:43:53.000Z,86594,5388,36790,2230
899,"We are horrified by the recent Israeli bombing of Ahli Arab Hospital in #Gaza City, which was treating patients and hosting displaced Gazans. Hundreds of people have reportedly been killed. This is a massacre. It is absolutely unacceptable...",2023-10-17T19:30:21.000Z,40345,1135,15793,2004
900,"We are deeply concerned about the situation in Gaza. We have lost contact with some of our Palestinian colleagues on the ground. We are particularly worried for the patients, medical staff and thousands of families taking shelter at Al Shifa hospital and other health facilities.",2023-10-27T20:43:46.000Z,22498,225,10148,319
901,"🔴BREAKING

Jenin, West Bank: Israeli forces just shot and killed an unarmed teenage boy inside Khalil Suleiman hospital compound. Efforts to save his life from MSF and Ministry of Health doctors were in vain...",2023-12-14T12:21:50.000Z,21090,694,12175,317
902,"We are devastated by the UN Security Council’s failure to adopt a resolution demanding a ceasefire in Gaza—blocked by a solitary veto from the United States.  

“By vetoing this resolution, the US stands alone in casting its vote against humanity.”
https://t.co/lB9OjwKOwz",2023-12-09T08:27:00.000Z,17930,393,8169,456
903,"This morning, Israeli forces stopped ambulances taking discharged patients home outside Khalil Suleiman hospital. Paramedics and ambulance drivers were ordered out of the ambulances, stripped and made to kneel in the street. The patients were left in the ambulances...",2023-12-14T12:21:51.000Z,16666,358,8374,105
904,"“Israel’s 24-hour notice that people in Northern Gaza must leave their land, homes and hospitals is outrageous – this represents an attack on medical care and on humanity. 

We have consistently seen dehumanising language and this violence is a manifestation of that. https://t.co/L2rfwG8ZwJ",2023-10-13T12:09:25.000Z,13890,467,7489,353
905,"We are outraged and strongly condemn the killing of our colleague, Fadi Al-Wadiya, in an attack this morning in Gaza City.

The attack killed Fadi, along with 5 other people including 3 children, while he was cycling to work, near the MSF clinic where he was providing care. https://t.co/Lmd8E5AkC1",2024-06-25T15:03:36.000Z,13895,809,7860,2513
906,"MSF is horrified that Al-Shifa hospital is in ruins after a 14-day long operation by Israeli forces in and around the facility. Gaza’s largest hospital is now out of service. Given the extent of the destruction, people in the north are left with even fewer healthcare options. https://t.co/gUe7sekL48",2024-04-01T19:47:55.000Z,12460,323,7459,392
907,"All of this happened in full view of our team. Since 7 October, we have seen Israeli forces fire live bullets at the hospital, tear gas the hospital, block ambulances, humiliate and harass medical staff, and now – shoot and kill someone in the hospital compound...",2023-12-14T12:21:51.000Z,11303,100,3967,77
908,"🔴UPDATE

Clarification: Israeli forces have now postponed the demand to evacuate Al Awda Hospital in the Gaza Strip until 6am. The evacuation of patients remains complicated.",2023-10-13T19:11:55.000Z,10272,515,2526,259
909,Hospitals are supposed to be safe spaces. Hospitals must be respected. These attacks must stop. #MustStopNow,2023-12-14T12:21:52.000Z,9762,29,2240,75
910,🔴 We call for an immediate ceasefire to prevent more deaths in Gaza and allow desperately needed humanitarian supplies in...,2023-10-28T19:24:53.000Z,9683,98,3650,116
911,"⚠️The healthcare system in #Gaza is facing collapse. Hospitals are overwhelmed and lacking resources. 

We recently made a large donation of medical stock, including medicines and medical equipment to Al Shifa hospital, the main surgical facility in the Strip. 1/4",2023-10-20T19:36:29.000Z,8380,90,3327,102
912,"We are horrified by news coming from Jabalia camp where high numbers of people have reportedly been killed by an Israeli airstrike. After the attack, many wounded people arrived to Al Shifa hospital where our teams helped to provide emergency medical care...",2023-10-31T20:01:56.000Z,8370,140,3603,127
913,"🔴GAZA UPDATE: 

At time of writing the hospital is still standing. 

After spending part of the night in the street with bombs landing in close proximity, we understand that some medical staff and all patients have been able to move...",2023-10-14T10:06:15.000Z,8217,71,1864,79
914,"""We are nearly sure that we are alone now. No
one hears us... The problem is to be sure that we can evacuate the neonatal patients because we have
about 37 to 40 premature babies."" 

Dr Mohammed Obeid, surgeon at Al-Shifa hospital, shares his testimony from today⤵️ https://t.co/3oHC5GKzQ0",2023-11-11T17:49:36.000Z,7870,706,6966,304
915,"🔴UPDATE: 

Since last night, we have not been able to contact our staff inside Al-Shifa hospital. Other MSF colleagues living in Gaza city have reported that the hostilities around Al-Shifa have not stopped.

We are worried for their lives.",2023-11-12T18:19:17.000Z,7400,116,3994,176
916,"While sheltering in our office in northern #Gaza, our colleagues witnessed Israeli tanks destroying clearly-marked MSF cars. 

🔊 LISTEN as one of our staff describes and shows what he saw.

We have asked Israeli authorities for a formal explanation of this attack. https://t.co/qKQ0grr1bF",2023-12-03T11:27:00.000Z,7294,409,5743,393
917,"On 17 December, Israeli forces took control of Al Awda hospital, after besieging it for 12 days. Males over 16 years old were taken out of the hospital, stripped, bound and interrogated – six MSF staff were among them...",2023-12-19T17:38:59.000Z,7279,135,4186,216
918,"“We did what we could. Remember us.”  

These are words MSF Dr Mahmoud Abu Nujaila, who was killed in a hospital strike, wrote on a Gaza hospital whiteboard.

Four of our colleagues have been killed.

Many more have lost family members. 
It #MustStopNow. https://t.co/8OaevvTVrH",2023-12-08T07:35:16.000Z,6635,198,3922,132
919,"🔴GAZA: 

🔊""Today,  for the last two hours, we've been looking for drinking water. They've  been shelling all day. We don't know what will happen tomorrow or where we will go.""🔊

Soundbite from our colleague Dr. Mohammed Abu Mughaiseeb, MSF Deputy Medical Coordinator in Gaza ⤵️ https://t.co/ENa7EWuFCG",2023-10-15T16:07:09.000Z,6614,300,5051,194
920,"🔴BREAKING

Our teams are facing tear gas in Jenin:

“Israeli forces fired tear gas several times inside the Khalil Suleiman hospital. 

This is unacceptable. The Emergency Room is unusable right now, it's completely filled with smoke, as is the rest of the hospital...",2023-07-04T15:15:54.000Z,6442,350,4260,109
921,"🔴Update:

MSF surgeon in Al-Shifa
recorded at 8:10 AM local time on 13 November 2023

#Gaza #AlShifa this morning, we were able to speak to a member of MSF staff still inside Al Shifa hospital in Gaza city.

“We don’t have electricity. There’s no water in the hospital.",2023-11-13T15:20:36.000Z,6198,353,4044,205
922,"🚨We are deeply alarmed by the decision of some countries to suspend their funding to @UNRWA. 

Consequences these cuts will have on the ground for millions of Palestinians contradict the measures issued by the @CIJ_ICJ to ensure aid flows into #Gaza. 

👇
https://t.co/3xwvlU67KH",2024-01-29T19:12:44.000Z,5877,208,3516,2884
923,"The number of trucks allowed to deliver aid into #Gaza through the Rafah crossing on 21 October is totally insufficient compared to the desperate needs of the people, who have been under complete siege and relentless bombing for two weeks. 1/4",2023-10-21T18:18:34.000Z,5801,76,2577,77
924,"Tonight Israeli forces conducted an operation in Al Mawasi, Khan Younis, Gaza, where a shelter hosting MSF staff and their families was shelled.",2024-02-20T23:04:52.000Z,5787,250,3834,130
925,"The US veto stands in contrast to the values it professes to uphold.  By continuing to provide diplomatic cover for the atrocities in #Gaza, the US is signaling that international humanitarian law can be applied selectively - that the lives of some people matter less than others.",2023-12-10T16:30:00.000Z,5763,116,2894,212
926,"Nothing justifies this shocking attack on a hospital and its many patients and health workers, as well as the people who sought shelter there. Hospitals are not a target. This bloodshed must stop. Enough is enough.",2023-10-17T19:30:22.000Z,5750,41,1439,153
927,"Today, we are mourning the loss of one of our team members in Gaza, Mohammed Al Ahel, who was killed along with several members of his family on 6 November.",2023-11-07T18:33:16.000Z,5755,107,2402,128
928,"Last night, an MSF clinic in #Gaza where we provide trauma and burn treatment was damaged by Israeli aerial bombardment, leaving a sterilization room unusable and a waiting area damaged. No one was injured in our clinic, but people were killed by the bombing. https://t.co/Dwol0EPXEr",2021-05-16T09:57:31.000Z,5474,759,4727,184
929,"“There is no health system to speak of left in #Gaza. Israel’s military has dismantled hospital after hospital. What remains is so little in the face of such carnage.”  

MSF Secretary General Chris Lockyear briefs the @UN Security Council. Read more 👇
https://t.co/NKkvmrYWm7",2024-02-22T16:46:41.000Z,5360,395,3712,377
930,"“We were standing inside the hospital gate when the ambulance was directly hit in front of us. There were bloody bodies everywhere. Many were killed immediately, while we rushed others to the operating room for emergency care,” says Dr Obaid, MSF doctor at Al Shifa hospital. https://t.co/MrcVAPygz5",2023-11-04T10:33:16.000Z,5374,267,3544,299
931,"🔴UPDATE:  

Over the last few hours, the attacks against Al-Shifa Hospital have  dramatically intensified. Our staff at the hospital have reported a  catastrophic situation inside just few hours ago https://t.co/FSWagVTYF5.",2023-11-11T03:43:45.000Z,5098,195,3465,147
932,"""We were operating in the hospital, there was a strong explosion, and the ceiling fell on the operating room. This is a massacre,"" says Dr Ghassan Abu Sittah, MSF doctor in Gaza...",2023-10-17T19:30:21.000Z,5050,59,1237,70
933,"Our teams are witnessing a shocking increase in Israeli attacks against civilians in Jenin, the West Bank. Attacks on healthcare have also increased dramatically and become systematic... https://t.co/RXHFkvxhsg",2023-12-15T16:29:57.000Z,5025,112,3099,269
934,"The situation in Gaza continues to deteriorate. Updates from our staff at Al-Shifa hospital⤵️ 

Dr Mohammad Abu Mughaiseb, Deputy Medical Coordinator, shared that ""since this morning, many MSF medical staff have stopped working in supported hospitals in #Gaza city because...",2023-11-10T19:02:38.000Z,4813,139,2779,101
